TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
1.277097506,-381.497,59.2938,37.2949,4.02906,-3.96924,-5.70206,0.138393,7.13089,15.8693,13.1498,-0.443313,-10.0503,-6.50511,-2.37829,-1.69831,-1.67461,3.45455,4.99316,3.83635,-3.59939,-2.55892
1.300317460,-377.291,53.4926,34.1473,1.86588,-3.90161,-4.26904,-0.949179,5.3852,14.7805,13.6728,1.50031,-10.2787,-7.39419,-0.74462,-1.88478,-1.95465,2.73286,7.09453,3.21836,-1.16409,-1.73464
1.323537415,-369.408,58.5897,32.3498,-1.74148,-3.44661,-4.50415,-2.32029,3.41539,12.2936,11.5162,2.05846,-6.93132,-4.71915,-1.79215,-1.1354,-0.926319,2.21589,5.3018,3.01638,-2.47881,-0.213469
1.346757370,-359.061,70.1494,36.282,-0.595804,-5.51275,-7.02033,-8.15054,-6.71285,-0.35481,6.10609,6.77759,1.74265,1.80292,2.14764,1.87782,0.115397,0.820916,-0.36889,0.288967,2.2537,1.9572
1.369977324,-364.429,62.1936,31.8394,-0.149952,-1.86777,-4.44011,-4.7641,-0.488342,7.38615,13.8918,11.6152,3.27122,-3.47023,-5.38775,-5.73394,-5.2758,-3.48233,-2.18527,0.909984,4.03644,5.17151
1.393197279,-370.049,61.6376,35.2419,0.565215,-6.0051,-5.76044,-4.14823,0.294421,8.90146,15.6437,12.7002,0.786907,-5.05113,-5.26018,-2.17612,-1.34561,-4.06583,-3.57746,-0.314782,4.44181,5.76152
1.416417234,-362.932,63.2136,32.3476,-2.42731,-5.87354,-6.49568,-5.27711,2.78027,11.2458,14.8087,7.76476,-1.29038,-2.02893,-3.16705,-3.37743,-0.883769,2.82048,-1.64588,-4.44489,0.269321,5.70392
1.439637188,-358.168,65.801,27.6822,-3.50266,-2.20856,-7.10597,-6.89743,3.16186,12.4271,12.883,7.16878,0.287544,-2.5163,-2.58292,-2.81653,-0.146939,0.994089,-3.30876,-3.04403,1.47939,4.49302
1.462857143,-361.37,62.7962,30.746,-3.47924,-5.31414,-5.26266,-3.80329,3.59701,15.5903,17.2424,7.89473,-0.623661,-1.54778,-2.17879,-2.78012,-0.684224,-1.52049,-4.06108,-5.00569,-0.105042,5.34499
1.486077098,-364.686,65.7501,33.1206,0.147061,-3.38204,-7.11069,-5.52696,2.29101,13.7921,16.8965,8.18273,-0.945565,-4.17612,-3.59108,-1.56927,0.824551,-0.560796,-3.67633,-5.10057,-0.361225,5.68882
1.509297052,-361.645,66.2825,27.4949,-2.42391,-2.05612,-4.96767,-4.5043,2.59814,13.5233,13.8934,8.34369,1.18259,-3.17582,-7.25081,-3.35215,-1.61263,-2.77425,-3.67624,-2.93377,-0.424003,3.16404
