TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.510839002,-301.111,61.294,21.4092,12.5032,-2.46872,5.64578,4.9471,-3.00332,-8.20452,-2.41009,1.95037,3.72428,4.08069,2.17819,3.96545,6.00365,5.43859,3.67228,0.961034,-0.936452,-0.169613
0.534058957,-191.023,28.4974,-3.52748,6.82696,-1.61868,14.1788,1.18361,-1.06654,-3.90373,3.17487,-3.37935,-0.770564,-2.54221,7.22355,5.1601,5.22751,0.669895,4.45759,0.0679994,3.01037,-0.691184
0.557278912,-244.351,46.4991,2.51454,8.79456,2.54764,16.6642,-0.145033,-4.88098,-5.29951,1.79755,-0.616526,0.198812,-3.7304,4.38229,3.54605,6.77673,2.68861,3.97591,0.725496,3.19558,-0.0414365
0.580498866,-261.372,54.6754,2.63467,10.7562,2.94305,15.9459,0.271915,-5.88275,-5.11326,5.72672,-0.682238,-1.65575,-4.98953,1.15935,1.88851,6.00733,3.25535,5.99262,3.13751,2.18336,-1.80575
0.603718821,-275.525,59.4797,6.34351,10.3555,2.33833,13.9238,0.817648,-5.68404,-4.51252,3.30143,1.22827,-1.73319,-5.24909,3.15436,4.52988,5.22653,-0.0559639,5.85861,1.92868,3.72079,0.469398
0.626938776,-291.689,60.9263,10.6877,10.6616,6.15496,14.5789,-0.261314,-6.48813,-3.65251,4.15034,0.671975,-2.24269,-3.68827,2.27916,2.16748,4.47962,0.510571,5.57632,5.54026,3.64403,0.222022
0.650158730,-304.419,63.0476,16.3397,9.2411,5.87222,12.3808,0.968596,-5.46184,-2.06238,3.73792,0.511605,-2.96015,-2.97827,0.974389,3.24547,4.27579,3.07579,4.15297,3.85117,3.87193,0.870669
0.673378685,-310.051,62.3696,22.213,7.80576,2.57715,10.9255,1.34425,-5.12299,-0.153317,4.52443,-0.108963,-3.19645,-4.08855,3.32949,4.10153,4.81016,2.23716,5.81932,1.83375,0.948844,1.09973
0.696598639,-274.237,41.4946,13.6237,20.2541,8.75793,1.3634,0.555255,0.368543,-5.58419,3.48945,2.7465,-6.94058,1.54409,6.22169,-4.05391,3.50983,6.14372,4.85811,2.80035,0.487312,1.31167
0.719818594,-236.882,20.7372,14.0768,19.903,-3.41492,8.26035,-0.45786,1.31074,-4.51361,1.54002,-3.31975,-1.4485,0.0781005,2.44079,1.48769,3.3774,3.69113,4.79905,0.920005,2.31426,0.180424
0.743038549,-307.014,34.5405,25.4703,22.1695,0.898255,4.62074,-1.68989,-5.38691,-7.6067,1.98329,-1.06467,-1.5189,-1.6014,0.554532,4.19875,2.32118,2.69909,1.3948,2.33346,1.25604,1.73377
0.766258503,-321.578,39.8783,21.8943,17.5407,0.253161,3.74452,0.610281,-5.46026,-7.12304,-0.864257,-1.80548,-1.58615,-2.13068,2.9289,4.40142,1.82698,2.05478,0.0249613,-0.658737,0.151826,1.44498
0.789478458,-333.141,38.9076,24.6719,12.294,-0.978618,3.10981,2.02928,-4.04674,-6.98959,-3.5315,-3.77091,-1.65219,1.17846,2.72756,5.27937,0.376197,-1.02316,-1.09354,-1.10152,-1.53592,0.717036
0.812698413,-348.491,40.8264,25.4263,11.4474,-5.42562,-1.74802,2.00981,-5.18164,-5.7718,-3.34225,-3.27446,-2.98653,-1.05649,0.0657599,3.90297,0.937452,-2.90021,-3.11723,-0.925449,-0.995117,2.13122
0.835918367,-355.614,41.6259,26.9283,8.20673,-6.022,-5.0219,0.123305,-4.5215,-3.49853,-3.21327,-1.49261,-3.82028,-2.11943,-2.10189,-0.13795,0.412102,-2.02233,-3.28398,-1.53672,1.21035,3.83868
0.859138322,-350.632,45.1744,26.4332,0.399993,-9.09198,-5.58516,-4.51825,-7.23494,-5.47858,-3.64875,0.236271,-2.70373,-3.19891,-4.03261,-1.5203,-0.912477,0.196818,-0.00485153,0.54446,1.10486,1.46387
0.882358277,-357.137,45.0017,28.2181,1.8576,-11.0323,-9.23104,-5.18662,-8.70389,-5.54669,-3.48941,-3.36091,-5.7399,-4.30104,-3.18388,-1.09151,-0.146787,-0.112466,-0.877295,0.154369,1.86324,2.2642
0.905578231,-362.805,43.0282,28.4141,1.72802,-12.5723,-9.31259,-7.82458,-6.8729,-7.33327,-9.50629,-3.6063,-5.84315,-5.20815,-2.14143,0.0554648,-0.640655,-0.917736,0.0841901,1.0506,0.630686,1.10862
0.928798186,-364.996,39.5521,26.1679,-0.506622,-12.9487,-8.95626,-6.63225,-8.02925,-9.80346,-11.4685,-8.03397,-6.98588,-2.48792,-1.30785,-0.990764,-0.614235,0.0165635,0.278497,1.81494,-0.817847,1.01538
0.952018141,-365.181,37.2185,23.8118,-2.09162,-10.2782,-8.466,-5.74296,-9.25049,-10.2829,-12.7385,-7.91476,-6.9149,-3.48874,-0.93811,0.831869,-0.26888,0.769433,0.541303,0.475221,-1.17161,0.932125
0.975238095,-369.021,34.38,24.6244,0.661636,-10.5028,-7.09662,-4.85554,-10.2305,-13.1023,-12.2003,-6.17237,-5.17352,-3.39084,-3.25287,0.13348,2.79284,-0.938818,-1.11658,0.625301,-0.121426,-0.912098
