TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
8.266303855,0.193418,0.250509,0.724914,0.456586,0.00586221,0.592115,0.154813,0.785002,0.18182,0.223953,0.0203013,1.35618
8.312743764,0.342467,0.282392,0.544266,0.382494,0,0.570827,0.0468439,0.793092,0.128432,0.221163,0,1.52084
8.359183673,0.0697011,0.309198,0.640624,0.347739,0,0.662393,0.0396653,0.976729,0.11462,0.345266,0,1.33231
8.405623583,0.0222052,0.323257,0.814558,0.441581,0,0.76057,0.0336025,0.897927,0.551073,0.137018,0,1.30081
8.452063492,0.389224,0.361848,0.492763,0.404886,0,0.748037,0.0314494,0.595027,0.578325,0.00275047,0,1.38333
8.498503401,0.489359,0.353602,0.262083,0.396426,0.545874,0.442519,0.0300255,0.673372,0.507531,0.00287948,0,1.19805
8.544943311,1.05822,0.248658,0.324877,0.277812,0.952555,0.0140462,0.0331962,0.610734,0.435606,0.00341831,0,0.785273
8.591383220,1.73684,0.243541,0.382331,0.24493,1.0206,0.0264878,0.0126299,0.538908,0.3188,0.158116,0.499104,0.0534156
8.637823129,1.62799,0.246444,0.0830773,0.386436,0.914876,0.00850343,0.0737944,0.532355,0.452035,0.246218,0.678116,0
8.684263039,1.66332,0.160362,0.163418,0.33922,0.947743,0.0677336,0,0.41399,0.949081,0.00269847,0.594692,0.23765
8.730702948,1.60328,0.546416,0.203883,0.0909926,0.946953,0.0730904,0,0.825605,1.15256,0.00174938,0.0800323,0.215728
8.777142857,1.39292,0.678201,0.0856118,0.114245,0.762442,0.0517634,0.00644774,1.5819,0.57835,0.000433574,0,0.234369
8.823582766,1.45448,0.708655,0.035753,0.135872,0.376876,0.0292798,0.0105684,2.0722,0.142642,0,0,0.246175
8.870022676,1.48328,0.496635,0.0351824,0.0809992,0.258537,0.023406,0.00954269,2.21151,0.04748,0,0,0.20526
8.916462585,1.40069,0.156195,0.17611,0.160176,0.411201,0.0421234,0.00415394,2.39112,0.0487256,0,0,0.190845
8.962902494,1.49255,0.119537,0.612314,0.366493,0.505954,0.051727,0,2.35897,0.0694925,0.000922905,0,0.417957
9.009342404,1.48989,0.134877,0.394847,0.407312,0.466758,0.0198343,0,2.02349,0.112152,0.00286796,0,1.24425
9.055782313,1.43255,0.128129,0.15217,0.406157,0.370033,0.0116194,0,1.70458,0.169051,0.0033152,0,1.68422
9.102222222,1.17165,0.121452,0.000702294,0.322904,0.4458,0.0105355,0,1.48803,0.243138,0.00277682,0,1.87488
9.148662132,0.744482,0.115514,0,0.226996,0.641957,0.0107888,0,1.35316,0.129132,0.0026036,0,1.93245
9.195102041,0.611984,0.149323,0,0.189306,0.580512,0.0136344,0.00136024,1.27608,0.0263077,0.0293174,0,1.95277
9.241541950,1.26723,0.102424,0.0190809,0.249762,0.258451,0.0140808,0.0103204,0.76042,0.0047656,0.566135,0,1.97936
9.287981859,1.66187,0.0573748,0.00370819,0.210782,0.0351754,0.013671,0.0146531,0.175409,0.00119806,0.93219,0,1.93539
