TIME,30.0463,30.3998,30.7617,31.1323,31.512,31.901,32.2998,32.7087,33.128,33.5582,33.9998,34.4531,34.9187,35.397,35.8887,36.3941,36.9141,37.449,37.9998,38.5669,39.1513,39.7536,40.3748,41.0156,41.6772,42.3604,43.0664,43.7963,44.5515,45.3331,46.1426,46.9815,47.8516,48.7544,49.692,50.6664,51.6797,52.7344,53.833,54.9784,56.1736,57.4219,58.7269,60.0927,61.5234,63.024,64.5996,66.256,67.9996,69.8374,71.7773,73.8281,75.9995,78.3026,80.7495,83.3543,86.1328,89.1029,92.2852,95.7031,99.384,103.359,107.666,112.347,117.454,123.047,129.199,135.999,143.555,151.999,161.499,172.266,184.57,198.768,215.332,234.908,258.398,287.109,322.998,369.141,430.664
0.000000000,0.101577,5.61585,6.63742,0.174992,0.00144413,1.98298,4.45166,0.4933,0,1.62827,5.33601,1.62504,0,0.401032,3.16335,1.07979,0,0.333436,8.24679,7.18403,0.098899,0.0124277,1.44867,2.7725,0.0932942,0,2.37672,5.61371,1.2978,0,0.713448,4.27344,1.33127,0,0.534651,7.43226,4.88331,0.0590383,0.0232048,3.12161,3.77902,0.072753,0.0146472,2.34598,4.85337,0.794864,0,1.08182,3.93081,0.924929,0,1.05407,9.55951,4.60283,0.0010545,0.0621308,2.73724,2.85778,0.0426029,0.0149729,3.02354,4.35125,0.26367,0,1.71449,4.99558,1.03379,0,1.58012,8.99351,3.29765,0.00367044,0.159545,3.60354,2.59497,0.0321483,0.107863,3.92238,4.85358,0.19505,0.00132317
1.486077098,0.167435,5.99614,7.02351,0.174992,0.0181292,2.04575,4.51833,0.4933,0.000932255,1.77834,5.80613,1.77161,0,0.401376,3.22675,1.15704,0,0.383857,8.69672,7.59285,0.098899,0.0125411,1.48562,2.90312,0.0932942,0.0309782,2.65301,6.11345,1.42797,0,0.762737,4.49387,1.45225,0,0.571936,7.91866,5.29357,0.0590383,0.027145,3.21954,3.9564,0.072753,0.0146472,2.55515,5.31041,0.869267,0,1.15855,4.13388,1.00895,0,1.19324,10.3542,5.05545,0.0010545,0.0621484,2.85494,3.0208,0.0426029,0.0188717,3.3259,4.79633,0.29967,0,1.80906,5.29833,1.1243,0,1.73021,9.72287,3.58937,0.00367044,0.180073,3.8389,2.80341,0.0321483,0.108266,4.26682,5.28163,0.224268,0.00132317
2.972154195,0.167435,6.01743,7.03954,0.174992,0.0196323,2.06141,4.53753,0.493423,0.000932255,1.77834,5.81121,1.77358,0,0.445972,3.29238,1.15824,0,0.449837,8.87064,7.70017,0.099896,0.0125411,1.48594,2.90733,0.0932942,0.0309782,2.70911,6.20699,1.43244,0,0.770193,4.5277,1.45351,0,0.651033,8.12877,5.42216,0.0590383,0.0481425,3.27389,3.95694,0.072753,0.045714,2.67024,5.41703,0.869267,0,1.15855,4.13666,1.01301,0,1.22451,10.455,5.08288,0.0010545,0.0659298,2.87382,3.03741,0.0426029,0.0551936,3.51034,4.98794,0.332652,0,1.87494,5.38091,1.12611,0,1.82294,9.92388,3.69823,0.00367044,0.184495,3.90932,2.82127,0.0321483,0.108266,4.42209,5.4813,0.233228,0.00132317
4.458231293,0.167534,6.02619,7.05566,0.176316,0.0199735,2.06159,4.53798,0.493705,0.000985706,1.78102,5.81289,1.77416,0.000188182,0.446204,3.29246,1.1591,0.000333646,0.449999,8.90504,7.78242,0.138533,0.0125411,1.48594,2.90787,0.0936701,0.0310422,2.7188,6.21602,1.43546,0,0.770193,4.5277,1.45351,0,0.651033,8.13898,5.42818,0.0594815,0.0485106,3.27482,3.95701,0.072753,0.045714,2.67958,5.42643,0.871331,0,1.15855,4.13767,1.01521,0.000723564,1.22451,10.4727,5.09949,0.0010545,0.0672622,2.87824,3.03975,0.0426029,0.0551936,3.51218,4.99238,0.337661,0,1.87494,5.3811,1.12618,0,1.84203,9.95432,3.70029,0.00367044,0.184495,3.90962,2.82148,0.0321874,0.108266,4.42349,5.48223,0.233228,0.00132317
5.944308390,0.170625,6.03616,7.06087,0.176321,0.0199735,2.06159,4.53798,0.494604,0.00467238,1.789,5.82065,1.77505,0.000188182,0.446204,3.29262,1.15973,0.000629994,0.453463,8.91016,7.78369,0.138605,0.0126889,1.48594,2.9087,0.094201,0.0312608,2.71985,6.21692,1.4357,8.35606e-05,0.770365,4.52783,1.45366,0.000538152,0.652932,8.14016,5.43111,0.0614908,0.0492786,3.27482,3.95701,0.0731533,0.0504709,2.68884,5.43384,0.874545,0,1.15855,4.13767,1.01527,0.000948817,1.22708,10.488,5.10833,0.00138293,0.0672622,2.87824,3.03975,0.0426029,0.0553835,3.52117,5.00002,0.339435,0.000400222,1.87494,5.3811,1.12618,0.000252536,1.84342,9.9581,3.7044,0.00430683,0.184554,3.90962,2.82148,0.0321874,0.109685,4.4283,5.48957,0.237131,0.00132317
7.430385488,0.17086,6.03641,7.06122,0.176612,0.020608,2.06244,4.53819,0.494604,0.00479552,1.78932,5.82259,1.77574,0.000209493,0.446233,3.29262,1.15973,0.00100248,0.453872,8.91268,7.7877,0.139988,0.0127004,1.48603,2.90871,0.0947165,0.0321323,2.7202,6.21729,1.43611,0.00031532,0.770387,4.52783,1.45403,0.000960643,0.653135,8.14061,5.43176,0.0617523,0.0494506,3.27491,3.95703,0.0731533,0.0504909,2.69003,5.43629,0.876544,0.000207665,1.1586,4.13769,1.01537,0.00120754,1.22782,10.489,5.11032,0.00310683,0.0677118,2.87838,3.04004,0.0429324,0.0554854,3.52199,5.00184,0.340625,0.000620464,1.8753,5.3811,1.12635,0.000616478,1.84376,9.95857,3.70454,0.00465283,0.185627,3.91042,2.82153,0.0323932,0.110046,4.42901,5.49028,0.237402,0.00171228
8.916462585,0.1709,6.03813,7.06252,0.176612,0.020634,2.06253,4.53875,0.494882,0.00496933,1.78944,5.82332,1.77578,0.000215853,0.446369,3.29291,1.15986,0.00103082,0.455611,8.91992,7.79207,0.140021,0.0127027,1.48603,2.90871,0.0947186,0.0323301,2.72134,6.21988,1.43619,0.00031532,0.771753,4.52891,1.45403,0.000982396,0.653393,8.14128,5.43184,0.062018,0.0496136,3.27552,3.9571,0.0731714,0.051795,2.6912,5.43658,0.876878,0.000339957,1.15877,4.1377,1.01537,0.00154739,1.22881,10.4893,5.1106,0.00338842,0.0677402,2.87845,3.0404,0.0429345,0.0557597,3.52241,5.00255,0.341842,0.0006759,1.87532,5.38116,1.12647,0.000840987,1.84385,9.95945,3.70519,0.00467797,0.185634,3.9108,2.82297,0.0324013,0.110065,4.43173,5.4928,0.237486,0.00171228
10.402539683,0.171628,6.03843,7.06327,0.176953,0.0208083,2.06275,4.54014,0.49627,0.00497084,1.7899,5.82357,1.77596,0.000315102,0.446392,3.29302,1.15997,0.00139288,0.456157,8.9212,7.79344,0.140576,0.0128945,1.48606,2.90874,0.0949408,0.0326994,2.72165,6.2199,1.43622,0.000344323,0.772885,4.52949,1.45419,0.00113327,0.65347,8.14155,5.43209,0.0627026,0.051055,3.27649,3.95752,0.0733962,0.0518313,2.69123,5.43662,0.876965,0.000413602,1.15917,4.13792,1.01554,0.0017141,1.22893,10.4896,5.1108,0.00358128,0.0681178,2.87867,3.04063,0.04334,0.0558799,3.52249,5.00257,0.341846,0.000683165,1.87542,5.38139,1.12682,0.00118268,1.84404,9.96097,3.70563,0.00470921,0.185705,3.91087,2.8232,0.0326279,0.11023,4.43192,5.4931,0.237689,0.00174418
11.888616780,0.171656,6.03848,7.06349,0.177179,0.0208083,2.06275,4.54016,0.496345,0.00508108,1.79015,5.82394,1.77611,0.00102168,0.447609,3.29372,1.16019,0.00180912,0.45728,8.92296,7.79467,0.140758,0.0128945,1.48606,2.90874,0.0949742,0.0327433,2.72186,6.22055,1.43674,0.000402002,0.772982,4.52963,1.4543,0.00135151,0.654148,8.14261,5.43281,0.0630536,0.0511805,3.27679,3.95792,0.0736496,0.0526582,2.69235,5.43756,0.877457,0.000528313,1.15929,4.13796,1.01559,0.00185063,1.22961,10.4907,5.11131,0.00374428,0.0681637,2.87873,3.04077,0.043497,0.0560782,3.52262,5.00264,0.341995,0.000842823,1.87559,5.38146,1.1276,0.00357308,1.84658,9.96213,3.70594,0.00486214,0.185745,3.91088,2.82327,0.0326712,0.110325,4.43201,5.49316,0.237867,0.00195263
